MOORING,DAY_OF_YEAR,DD,MM,YYYY,HH,SS,LATITUDE,LONGITUDE,FCO2_WAT,SST,SSS
,,,,,,,,,UATM,,
PIRATA_6S_10W,217.09,5,8,2013,2,24,-6,-10,414.1,24.36,35.734
PIRATA_6S_10W,217.13,5,8,2013,3,48,-6,-10,414.9,24.34,35.734
PIRATA_6S_10W,217.17,5,8,2013,4,12,-6,-10,415,24.34,35.732
PIRATA_6S_10W,217.21,5,8,2013,5,37,-6,-10,415,24.32,35.731
PIRATA_6S_10W,217.25,5,8,2013,6,7,-6,-10,415.6,24.31,35.731
PIRATA_6S_10W,217.29,5,8,2013,7,38,-6,-10,415.7,24.32,35.732
PIRATA_6S_10W,217.34,5,8,2013,8,8,-6,-10,415.9,24.31,35.73
PIRATA_6S_10W,217.38,5,8,2013,9,43,-6,-10,416.2,24.32,35.73
PIRATA_6S_10W,217.42,5,8,2013,10,35,-6,-10,415.8,24.35,35.729
PIRATA_6S_10W,217.46,5,8,2013,11,8,-6,-10,416.2,24.37,35.728
PIRATA_6S_10W,217.5,5,8,2013,12,35,-6,-10,416.1,24.41,35.727
PIRATA_6S_10W,217.54,5,8,2013,13,56,-6,-10,416.2,24.44,35.726
PIRATA_6S_10W,217.59,5,8,2013,14,50,-6,-10,416.6,24.47,35.728
PIRATA_6S_10W,217.63,5,8,2013,15,46,-6,-10,417,24.45,35.726
PIRATA_6S_10W,217.67,5,8,2013,16,16,-6,-10,416.7,24.44,35.726
PIRATA_6S_10W,217.71,5,8,2013,17,52,-6,-10,416.9,24.39,35.725
PIRATA_6S_10W,217.75,5,8,2013,18,7,-6,-10,416.9,24.34,35.724
PIRATA_6S_10W,217.79,5,8,2013,19,37,-6,-10,416.7,24.32,35.723
PIRATA_6S_10W,217.84,5,8,2013,20,25,-6,-10,416.6,24.3,35.722
PIRATA_6S_10W,217.88,5,8,2013,21,51,-6,-10,416.2,24.3,35.723
PIRATA_6S_10W,217.92,5,8,2013,22,11,-6,-10,416.3,24.3,35.723
PIRATA_6S_10W,217.96,5,8,2013,23,33,-6,-10,415.8,24.3,35.723
PIRATA_6S_10W,218,6,8,2013,0,4,-6,-10,413.4,24.31,35.728
PIRATA_6S_10W,218.04,6,8,2013,1,38,-6,-10,410.3,24.34,35.738
PIRATA_6S_10W,218.09,6,8,2013,2,59,-6,-10,405.2,24.37,35.755
PIRATA_6S_10W,218.13,6,8,2013,3,18,-6,-10,400.9,24.44,35.791
PIRATA_6S_10W,218.17,6,8,2013,4,42,-6,-10,396.6,24.49,35.831
PIRATA_6S_10W,218.21,6,8,2013,5,11,-6,-10,395.2,24.48,35.873
PIRATA_6S_10W,218.25,6,8,2013,6,40,-6,-10,395,24.48,35.883
PIRATA_6S_10W,218.29,6,8,2013,7,8,-6,-10,394.5,24.49,35.887
PIRATA_6S_10W,218.34,6,8,2013,8,48,-6,-10,394.5,24.48,35.889
PIRATA_6S_10W,218.38,6,8,2013,9,33,-6,-10,394.4,24.5,35.892
PIRATA_6S_10W,218.42,6,8,2013,10,57,-6,-10,394.2,24.52,35.895
PIRATA_6S_10W,218.46,6,8,2013,11,6,-6,-10,394,24.55,35.894
PIRATA_6S_10W,218.5,6,8,2013,12,35,-6,-10,394,24.58,35.895
PIRATA_6S_10W,218.54,6,8,2013,13,3,-6,-10,394.3,24.61,35.898
PIRATA_6S_10W,218.59,6,8,2013,14,33,-6,-10,395.1,24.63,35.904
PIRATA_6S_10W,218.63,6,8,2013,15,1,-6,-10,396.6,24.63,35.913
PIRATA_6S_10W,218.67,6,8,2013,16,40,-6,-10,397.1,24.61,35.916
PIRATA_6S_10W,218.71,6,8,2013,17,44,-6,-10,397.2,24.59,35.915
PIRATA_6S_10W,218.75,6,8,2013,18,18,-6,-10,397.4,24.57,35.914
PIRATA_6S_10W,218.79,6,8,2013,19,42,-6,-10,397.3,24.56,35.912
PIRATA_6S_10W,218.84,6,8,2013,20,54,-6,-10,397.2,24.54,35.913
PIRATA_6S_10W,218.88,6,8,2013,21,26,-6,-10,397.6,24.54,35.913
PIRATA_6S_10W,218.92,6,8,2013,22,57,-6,-10,397,24.53,35.913
PIRATA_6S_10W,218.96,6,8,2013,23,31,-6,-10,396.7,24.54,35.913
PIRATA_6S_10W,219,7,8,2013,0,29,-6,-10,396.5,24.54,35.911
PIRATA_6S_10W,219.04,7,8,2013,1,44,-6,-10,396.6,24.53,35.911
PIRATA_6S_10W,219.09,7,8,2013,2,1,-6,-10,396.6,24.52,35.911
PIRATA_6S_10W,219.13,7,8,2013,3,40,-6,-10,396.4,24.52,35.909
PIRATA_6S_10W,219.17,7,8,2013,4,26,-6,-10,396.7,24.52,35.907
PIRATA_6S_10W,219.21,7,8,2013,5,46,-6,-10,396.6,24.51,35.906
PIRATA_6S_10W,219.25,7,8,2013,6,16,-6,-10,396.9,24.5,35.904
PIRATA_6S_10W,219.29,7,8,2013,7,44,-6,-10,396.7,24.5,35.906
PIRATA_6S_10W,219.34,7,8,2013,8,10,-6,-10,396.5,24.5,35.906
PIRATA_6S_10W,219.38,7,8,2013,9,47,-6,-10,395.9,24.52,35.907
PIRATA_6S_10W,219.42,7,8,2013,10,28,-6,-10,396.1,24.54,35.906
PIRATA_6S_10W,219.46,7,8,2013,11,47,-6,-10,395.9,24.56,35.905
PIRATA_6S_10W,219.5,7,8,2013,12,31,-6,-10,396.1,24.6,35.905
PIRATA_6S_10W,219.54,7,8,2013,13,0,-6,-10,395.6,24.58,35.906
PIRATA_6S_10W,219.59,7,8,2013,14,13,-6,-10,395.4,24.61,35.907
PIRATA_6S_10W,219.63,7,8,2013,15,4,-6,-10,395.4,24.61,35.908
PIRATA_6S_10W,219.67,7,8,2013,16,23,-6,-10,394.9,24.6,35.908
PIRATA_6S_10W,219.71,7,8,2013,17,48,-6,-10,395.3,24.6,35.911
PIRATA_6S_10W,219.75,7,8,2013,18,17,-6,-10,395.7,24.57,35.91
PIRATA_6S_10W,219.79,7,8,2013,19,54,-6,-10,395.8,24.56,35.911
PIRATA_6S_10W,219.84,7,8,2013,20,52,-6,-10,396.2,24.55,35.911
PIRATA_6S_10W,219.88,7,8,2013,21,20,-6,-10,396.1,24.54,35.911
PIRATA_6S_10W,219.92,7,8,2013,22,7,-6,-10,395.9,24.54,35.911
PIRATA_6S_10W,219.96,7,8,2013,23,53,-6,-10,395.9,24.54,35.909
PIRATA_6S_10W,220,8,8,2013,0,20,-6,-10,395.8,24.54,35.912
PIRATA_6S_10W,220.04,8,8,2013,1,49,-6,-10,395.9,24.55,35.912
PIRATA_6S_10W,220.09,8,8,2013,2,22,-6,-10,395.5,24.56,35.914
PIRATA_6S_10W,220.13,8,8,2013,3,51,-6,-10,395.2,24.56,35.913
PIRATA_6S_10W,220.17,8,8,2013,4,22,-6,-10,395.3,24.55,35.914
PIRATA_6S_10W,220.21,8,8,2013,5,54,-6,-10,395.5,24.54,35.913
PIRATA_6S_10W,220.25,8,8,2013,6,33,-6,-10,395.1,24.54,35.913
PIRATA_6S_10W,220.29,8,8,2013,7,55,-6,-10,394.6,24.54,35.913
PIRATA_6S_10W,220.34,8,8,2013,8,32,-6,-10,394.5,24.54,35.911
PIRATA_6S_10W,220.38,8,8,2013,9,1,-6,-10,394.2,24.55,35.911
PIRATA_6S_10W,220.42,8,8,2013,10,29,-6,-10,394.6,24.57,35.912
PIRATA_6S_10W,220.46,8,8,2013,11,59,-6,-10,393.9,24.58,35.911
PIRATA_6S_10W,220.5,8,8,2013,12,31,-6,-10,393.8,24.63,35.911
PIRATA_6S_10W,220.54,8,8,2013,13,58,-6,-10,394.4,24.65,35.909
PIRATA_6S_10W,220.59,8,8,2013,14,26,-6,-10,394.2,24.72,35.908
PIRATA_6S_10W,220.63,8,8,2013,15,57,-6,-10,394.4,24.71,35.906
PIRATA_6S_10W,220.67,8,8,2013,16,31,-6,-10,394.6,24.69,35.904
PIRATA_6S_10W,220.71,8,8,2013,17,40,-6,-10,394.3,24.65,35.901
PIRATA_6S_10W,220.75,8,8,2013,18,27,-6,-10,393.6,24.64,35.898
PIRATA_6S_10W,220.79,8,8,2013,19,38,-6,-10,393.3,24.6,35.896
PIRATA_6S_10W,220.84,8,8,2013,20,10,-6,-10,393.5,24.57,35.893
PIRATA_6S_10W,220.88,8,8,2013,21,22,-6,-10,393.6,24.54,35.892
PIRATA_6S_10W,220.92,8,8,2013,22,47,-6,-10,393.7,24.54,35.891
PIRATA_6S_10W,220.96,8,8,2013,23,20,-6,-10,393.8,24.52,35.89
PIRATA_6S_10W,221,9,8,2013,0,3,-6,-10,393.9,24.52,35.89
PIRATA_6S_10W,221.04,9,8,2013,1,35,-6,-10,393.5,24.52,35.891
PIRATA_6S_10W,221.09,9,8,2013,2,9,-6,-10,393.2,24.52,35.888
PIRATA_6S_10W,221.13,9,8,2013,3,41,-6,-10,393,24.53,35.882
PIRATA_6S_10W,221.17,9,8,2013,4,21,-6,-10,392.8,24.54,35.883
PIRATA_6S_10W,221.21,9,8,2013,5,54,-6,-10,392.6,24.54,35.883
PIRATA_6S_10W,221.25,9,8,2013,6,40,-6,-10,392.4,24.54,35.88
PIRATA_6S_10W,221.29,9,8,2013,7,0,-6,-10,392.4,24.53,35.876
PIRATA_6S_10W,221.34,9,8,2013,8,20,-6,-10,392.2,24.54,35.88
PIRATA_6S_10W,221.38,9,8,2013,9,48,-6,-10,392.3,24.55,35.884
PIRATA_6S_10W,221.42,9,8,2013,10,22,-6,-10,392.2,24.56,35.886
PIRATA_6S_10W,221.46,9,8,2013,11,37,-6,-10,392.4,24.57,35.888
PIRATA_6S_10W,221.5,9,8,2013,12,8,-6,-10,392.7,24.59,35.888
PIRATA_6S_10W,221.54,9,8,2013,13,32,-6,-10,392.8,24.62,35.889
PIRATA_6S_10W,221.59,9,8,2013,14,57,-6,-10,393.5,24.65,35.889
PIRATA_6S_10W,221.63,9,8,2013,15,25,-6,-10,393.6,24.65,35.89
PIRATA_6S_10W,221.67,9,8,2013,16,51,-6,-10,393.2,24.65,35.889
PIRATA_6S_10W,221.71,9,8,2013,17,22,-6,-10,393.4,24.63,35.889
PIRATA_6S_10W,221.75,9,8,2013,18,49,-6,-10,393.1,24.6,35.888
PIRATA_6S_10W,221.79,9,8,2013,19,21,-6,-10,393.1,24.57,35.885
PIRATA_6S_10W,221.84,9,8,2013,20,47,-6,-10,393,24.56,35.885
PIRATA_6S_10W,221.88,9,8,2013,21,21,-6,-10,393,24.54,35.886
PIRATA_6S_10W,221.92,9,8,2013,22,47,-6,-10,392.8,24.53,35.886
PIRATA_6S_10W,221.96,9,8,2013,23,38,-6,-10,393,24.52,35.886
PIRATA_6S_10W,222,10,8,2013,0,7,-6,-10,392.8,24.52,35.885
PIRATA_6S_10W,222.04,10,8,2013,1,27,-6,-10,393.3,24.52,35.883
PIRATA_6S_10W,222.09,10,8,2013,2,16,-6,-10,393.2,24.5,35.882
PIRATA_6S_10W,222.13,10,8,2013,3,57,-6,-10,393.1,24.52,35.884
PIRATA_6S_10W,222.17,10,8,2013,4,25,-6,-10,392.9,24.52,35.884
PIRATA_6S_10W,222.21,10,8,2013,5,42,-6,-10,392.6,24.54,35.884
PIRATA_6S_10W,222.25,10,8,2013,6,7,-6,-10,392.2,24.52,35.883
PIRATA_6S_10W,222.29,10,8,2013,7,49,-6,-10,391.8,24.53,35.885
PIRATA_6S_10W,222.34,10,8,2013,8,2,-6,-10,391.7,24.53,35.885
PIRATA_6S_10W,222.38,10,8,2013,9,30,-6,-10,391.7,24.56,35.887
PIRATA_6S_10W,222.42,10,8,2013,10,15,-6,-10,392.1,24.56,35.888
PIRATA_6S_10W,222.46,10,8,2013,11,46,-6,-10,392.3,24.57,35.887
PIRATA_6S_10W,222.5,10,8,2013,12,14,-6,-10,392.4,24.6,35.887
PIRATA_6S_10W,222.54,10,8,2013,13,27,-6,-10,392.7,24.62,35.888
PIRATA_6S_10W,222.59,10,8,2013,14,23,-6,-10,392.7,24.65,35.888
PIRATA_6S_10W,222.63,10,8,2013,15,55,-6,-10,393,24.64,35.89
PIRATA_6S_10W,222.67,10,8,2013,16,25,-6,-10,393,24.64,35.889
PIRATA_6S_10W,222.71,10,8,2013,17,43,-6,-10,392.6,24.61,35.886
PIRATA_6S_10W,222.75,10,8,2013,18,44,-6,-10,392.1,24.6,35.883
PIRATA_6S_10W,222.79,10,8,2013,19,42,-6,-10,391.6,24.58,35.879
PIRATA_6S_10W,222.84,10,8,2013,20,34,-6,-10,391.3,24.56,35.875
PIRATA_6S_10W,222.88,10,8,2013,21,45,-6,-10,391.3,24.54,35.875
PIRATA_6S_10W,222.92,10,8,2013,22,34,-6,-10,391.8,24.52,35.877
PIRATA_6S_10W,222.96,10,8,2013,23,58,-6,-10,391.9,24.5,35.876
PIRATA_6S_10W,223,11,8,2013,0,34,-6,-10,391.6,24.51,35.876
PIRATA_6S_10W,223.04,11,8,2013,1,40,-6,-10,391.5,24.52,35.88
PIRATA_6S_10W,223.09,11,8,2013,2,38,-6,-10,391.8,24.49,35.879
PIRATA_6S_10W,223.13,11,8,2013,3,5,-6,-10,391.3,24.5,35.878
PIRATA_6S_10W,223.17,11,8,2013,4,44,-6,-10,390.8,24.52,35.875
PIRATA_6S_10W,223.21,11,8,2013,5,5,-6,-10,390.4,24.52,35.873
PIRATA_6S_10W,223.25,11,8,2013,6,31,-6,-10,390.1,24.52,35.866
PIRATA_6S_10W,223.29,11,8,2013,7,2,-6,-10,389.8,24.5,35.86
PIRATA_6S_10W,223.34,11,8,2013,8,43,-6,-10,389.4,24.5,35.856
PIRATA_6S_10W,223.38,11,8,2013,9,48,-6,-10,389.2,24.49,35.852
PIRATA_6S_10W,223.42,11,8,2013,10,14,-6,-10,389.1,24.52,35.847
PIRATA_6S_10W,223.46,11,8,2013,11,24,-6,-10,389.3,24.52,35.844
PIRATA_6S_10W,223.5,11,8,2013,12,8,-6,-10,389.8,24.56,35.843
PIRATA_6S_10W,223.54,11,8,2013,13,35,-6,-10,390.2,24.59,35.841
PIRATA_6S_10W,223.59,11,8,2013,14,17,-6,-10,390.6,24.62,35.837
PIRATA_6S_10W,223.63,11,8,2013,15,20,-6,-10,391.1,24.62,35.832
PIRATA_6S_10W,223.67,11,8,2013,16,52,-6,-10,391.5,24.61,35.826
PIRATA_6S_10W,223.71,11,8,2013,17,21,-6,-10,391.6,24.56,35.82
PIRATA_6S_10W,223.75,11,8,2013,18,41,-6,-10,391.1,24.51,35.812
PIRATA_6S_10W,223.79,11,8,2013,19,18,-6,-10,390.6,24.49,35.806
PIRATA_6S_10W,223.84,11,8,2013,20,5,-6,-10,390.4,24.47,35.8
PIRATA_6S_10W,223.88,11,8,2013,21,35,-6,-10,390.1,24.44,35.797
PIRATA_6S_10W,223.92,11,8,2013,22,17,-6,-10,390,24.43,35.794
PIRATA_6S_10W,223.96,11,8,2013,23,40,-6,-10,390,24.4,35.793
PIRATA_6S_10W,224,12,8,2013,0,5,-6,-10,390.1,24.39,35.794
PIRATA_6S_10W,224.04,12,8,2013,1,7,-6,-10,390.2,24.38,35.793
PIRATA_6S_10W,224.09,12,8,2013,2,43,-6,-10,390.4,24.36,35.791
PIRATA_6S_10W,224.13,12,8,2013,3,2,-6,-10,390.3,24.38,35.791
PIRATA_6S_10W,224.17,12,8,2013,4,29,-6,-10,390.1,24.37,35.789
PIRATA_6S_10W,224.21,12,8,2013,5,14,-6,-10,390.1,24.39,35.789
PIRATA_6S_10W,224.25,12,8,2013,6,27,-6,-10,389.9,24.4,35.784
PIRATA_6S_10W,224.29,12,8,2013,7,57,-6,-10,389.4,24.4,35.784
PIRATA_6S_10W,224.34,12,8,2013,8,26,-6,-10,389.5,24.41,35.785
PIRATA_6S_10W,224.38,12,8,2013,9,46,-6,-10,388.9,24.44,35.787
PIRATA_6S_10W,224.42,12,8,2013,10,55,-6,-10,389.2,24.47,35.787
PIRATA_6S_10W,224.46,12,8,2013,11,26,-6,-10,389.5,24.5,35.788
PIRATA_6S_10W,224.5,12,8,2013,12,55,-6,-10,390,24.56,35.791
PIRATA_6S_10W,224.54,12,8,2013,13,36,-6,-10,390.5,24.59,35.793
PIRATA_6S_10W,224.59,12,8,2013,14,3,-6,-10,391.4,24.63,35.796
PIRATA_6S_10W,224.63,12,8,2013,15,33,-6,-10,391.9,24.64,35.8
PIRATA_6S_10W,224.67,12,8,2013,16,13,-6,-10,392.7,24.63,35.804
PIRATA_6S_10W,224.71,12,8,2013,17,43,-6,-10,392.8,24.57,35.808
PIRATA_6S_10W,224.75,12,8,2013,18,19,-6,-10,392.1,24.56,35.81
PIRATA_6S_10W,224.79,12,8,2013,19,42,-6,-10,392,24.54,35.814
PIRATA_6S_10W,224.84,12,8,2013,20,17,-6,-10,391.1,24.52,35.814
PIRATA_6S_10W,224.88,12,8,2013,21,25,-6,-10,391.4,24.51,35.813
PIRATA_6S_10W,224.92,12,8,2013,22,14,-6,-10,390.9,24.49,35.813
PIRATA_6S_10W,224.96,12,8,2013,23,22,-6,-10,391,24.47,35.814
PIRATA_6S_10W,225,13,8,2013,0,0,-6,-10,391.3,24.45,35.814
PIRATA_6S_10W,225.04,13,8,2013,1,27,-6,-10,391.5,24.44,35.811
PIRATA_6S_10W,225.09,13,8,2013,2,13,-6,-10,391.5,24.44,35.808
PIRATA_6S_10W,225.13,13,8,2013,3,37,-6,-10,391.5,24.45,35.807
PIRATA_6S_10W,225.17,13,8,2013,4,10,-6,-10,391.2,24.43,35.804
PIRATA_6S_10W,225.21,13,8,2013,5,14,-6,-10,391.4,24.44,35.804
PIRATA_6S_10W,225.25,13,8,2013,6,0,-6,-10,390.9,24.45,35.803
PIRATA_6S_10W,225.29,13,8,2013,7,34,-6,-10,390.5,24.45,35.804
PIRATA_6S_10W,225.34,13,8,2013,8,13,-6,-10,389.9,24.49,35.809
PIRATA_6S_10W,225.38,13,8,2013,9,35,-6,-10,389.6,24.5,35.814
PIRATA_6S_10W,225.42,13,8,2013,10,36,-6,-10,389.7,24.52,35.815
PIRATA_6S_10W,225.46,13,8,2013,11,14,-6,-10,389.5,24.55,35.812
PIRATA_6S_10W,225.5,13,8,2013,12,28,-6,-10,390.4,24.58,35.812
PIRATA_6S_10W,225.54,13,8,2013,13,7,-6,-10,390.9,24.63,35.812
PIRATA_6S_10W,225.59,13,8,2013,14,50,-6,-10,391.3,24.67,35.811
PIRATA_6S_10W,225.63,13,8,2013,15,13,-6,-10,392.2,24.67,35.811
PIRATA_6S_10W,225.67,13,8,2013,16,32,-6,-10,392.9,24.64,35.812
PIRATA_6S_10W,225.71,13,8,2013,17,4,-6,-10,393.2,24.59,35.812
PIRATA_6S_10W,225.75,13,8,2013,18,36,-6,-10,392.6,24.55,35.809
PIRATA_6S_10W,225.79,13,8,2013,19,46,-6,-10,391.7,24.53,35.804
PIRATA_6S_10W,225.84,13,8,2013,20,38,-6,-10,391,24.52,35.801
PIRATA_6S_10W,225.88,13,8,2013,21,5,-6,-10,390.6,24.51,35.796
PIRATA_6S_10W,225.92,13,8,2013,22,34,-6,-10,390.5,24.49,35.791
PIRATA_6S_10W,225.96,13,8,2013,23,49,-6,-10,390,24.48,35.792
PIRATA_6S_10W,226,14,8,2013,0,29,-6,-10,390.1,24.47,35.787
PIRATA_6S_10W,226.04,14,8,2013,1,58,-6,-10,390.2,24.47,35.783
PIRATA_6S_10W,226.09,14,8,2013,2,19,-6,-10,390.4,24.44,35.782
PIRATA_6S_10W,226.13,14,8,2013,3,34,-6,-10,390.4,24.45,35.779
PIRATA_6S_10W,226.17,14,8,2013,4,10,-6,-10,390.3,24.43,35.78
PIRATA_6S_10W,226.21,14,8,2013,5,36,-6,-10,390.4,24.43,35.783
PIRATA_6S_10W,226.25,14,8,2013,6,7,-6,-10,390.3,24.44,35.787
PIRATA_6S_10W,226.29,14,8,2013,7,42,-6,-10,389.8,24.45,35.786
PIRATA_6S_10W,226.34,14,8,2013,8,20,-6,-10,389.7,24.47,35.791
PIRATA_6S_10W,226.38,14,8,2013,9,23,-6,-10,389.6,24.49,35.791
PIRATA_6S_10W,226.42,14,8,2013,10,49,-6,-10,388.9,24.5,35.795
PIRATA_6S_10W,226.46,14,8,2013,11,20,-6,-10,389.2,24.5,35.8
PIRATA_6S_10W,226.5,14,8,2013,12,10,-6,-10,389,24.51,35.801
PIRATA_6S_10W,226.54,14,8,2013,13,29,-6,-10,389.4,24.54,35.805
PIRATA_6S_10W,226.59,14,8,2013,14,12,-6,-10,389.8,24.54,35.806
PIRATA_6S_10W,226.63,14,8,2013,15,40,-6,-10,389.9,24.54,35.805
PIRATA_6S_10W,226.67,14,8,2013,16,31,-6,-10,390,24.55,35.807
PIRATA_6S_10W,226.71,14,8,2013,17,47,-6,-10,390.2,24.54,35.806
PIRATA_6S_10W,226.75,14,8,2013,18,9,-6,-10,390.2,24.52,35.795
PIRATA_6S_10W,226.79,14,8,2013,19,40,-6,-10,390.1,24.52,35.787
PIRATA_6S_10W,226.84,14,8,2013,20,12,-6,-10,389.9,24.52,35.801
PIRATA_6S_10W,226.88,14,8,2013,21,40,-6,-10,389.9,24.52,35.812
PIRATA_6S_10W,226.92,14,8,2013,22,30,-6,-10,389.8,24.51,35.815
PIRATA_6S_10W,226.96,14,8,2013,23,57,-6,-10,389.8,24.5,35.815
PIRATA_6S_10W,227,15,8,2013,0,30,-6,-10,389.7,24.5,35.816
PIRATA_6S_10W,227.04,15,8,2013,1,2,-6,-10,390,24.48,35.815
PIRATA_6S_10W,227.09,15,8,2013,2,37,-6,-10,390.1,24.47,35.815
PIRATA_6S_10W,227.13,15,8,2013,3,48,-6,-10,390.3,24.45,35.816
PIRATA_6S_10W,227.17,15,8,2013,4,16,-6,-10,390.3,24.45,35.818
PIRATA_6S_10W,227.21,15,8,2013,5,32,-6,-10,390.2,24.48,35.819
PIRATA_6S_10W,227.25,15,8,2013,6,3,-6,-10,390.3,24.49,35.806
PIRATA_6S_10W,227.29,15,8,2013,7,17,-6,-10,390.3,24.5,35.799
PIRATA_6S_10W,227.34,15,8,2013,8,47,-6,-10,390.4,24.5,35.796
PIRATA_6S_10W,227.38,15,8,2013,9,24,-6,-10,390.6,24.52,35.793
PIRATA_6S_10W,227.42,15,8,2013,10,14,-6,-10,390.6,24.52,35.789
PIRATA_6S_10W,227.46,15,8,2013,11,44,-6,-10,390.2,24.52,35.786
PIRATA_6S_10W,227.5,15,8,2013,12,9,-6,-10,390.3,24.54,35.785
PIRATA_6S_10W,227.54,15,8,2013,13,42,-6,-10,390.4,24.54,35.782
PIRATA_6S_10W,227.59,15,8,2013,14,33,-6,-10,390.9,24.54,35.779
PIRATA_6S_10W,227.63,15,8,2013,15,44,-6,-10,391,24.53,35.777
PIRATA_6S_10W,227.67,15,8,2013,16,47,-6,-10,391,24.51,35.775
PIRATA_6S_10W,227.71,15,8,2013,17,55,-6,-10,391,24.52,35.771
PIRATA_6S_10W,227.75,15,8,2013,18,27,-6,-10,390.9,24.5,35.765
PIRATA_6S_10W,227.79,15,8,2013,19,10,-6,-10,391,24.49,35.763
PIRATA_6S_10W,227.84,15,8,2013,20,50,-6,-10,390.8,24.5,35.765
PIRATA_6S_10W,227.88,15,8,2013,21,10,-6,-10,390.6,24.5,35.764
PIRATA_6S_10W,227.92,15,8,2013,22,48,-6,-10,390.5,24.5,35.763
PIRATA_6S_10W,227.96,15,8,2013,23,2,-6,-10,390.9,24.49,35.762
PIRATA_6S_10W,228,16,8,2013,0,52,-6,-10,390.7,24.47,35.763
PIRATA_6S_10W,228.04,16,8,2013,1,8,-6,-10,391,24.47,35.763
PIRATA_6S_10W,228.09,16,8,2013,2,31,-6,-10,390.6,24.47,35.763
PIRATA_6S_10W,228.13,16,8,2013,3,5,-6,-10,390.6,24.47,35.764
PIRATA_6S_10W,228.17,16,8,2013,4,44,-6,-10,390.4,24.47,35.763
PIRATA_6S_10W,228.21,16,8,2013,5,4,-6,-10,390.7,24.45,35.762
PIRATA_6S_10W,228.25,16,8,2013,6,35,-6,-10,390.8,24.45,35.76
PIRATA_6S_10W,228.29,16,8,2013,7,15,-6,-10,390.5,24.47,35.761
PIRATA_6S_10W,228.34,16,8,2013,8,56,-6,-10,390.7,24.47,35.76
PIRATA_6S_10W,228.38,16,8,2013,9,49,-6,-10,390.5,24.47,35.763
PIRATA_6S_10W,228.42,16,8,2013,10,48,-6,-10,391.4,24.48,35.769
PIRATA_6S_10W,228.46,16,8,2013,11,0,-6,-10,395.1,24.46,35.773
PIRATA_6S_10W,228.5,16,8,2013,12,11,-6,-10,397.7,24.44,35.77
PIRATA_6S_10W,228.54,16,8,2013,13,40,-6,-10,401.1,24.44,35.767
PIRATA_6S_10W,228.59,16,8,2013,14,41,-6,-10,402.8,24.43,35.765
PIRATA_6S_10W,228.63,16,8,2013,15,51,-6,-10,404.4,24.39,35.76
PIRATA_6S_10W,228.67,16,8,2013,16,13,-6,-10,405.3,24.35,35.756
PIRATA_6S_10W,228.71,16,8,2013,17,56,-6,-10,405.7,24.3,35.751
PIRATA_6S_10W,228.75,16,8,2013,18,20,-6,-10,405.9,24.26,35.741
PIRATA_6S_10W,228.79,16,8,2013,19,46,-6,-10,405.6,24.24,35.738
PIRATA_6S_10W,228.84,16,8,2013,20,5,-6,-10,405.1,24.22,35.738
PIRATA_6S_10W,228.88,16,8,2013,21,32,-6,-10,404.8,24.22,35.738
PIRATA_6S_10W,228.92,16,8,2013,22,10,-6,-10,405.2,24.21,35.732
PIRATA_6S_10W,228.96,16,8,2013,23,42,-6,-10,405.2,24.19,35.736
PIRATA_6S_10W,229,17,8,2013,0,26,-6,-10,404.9,24.19,35.738
PIRATA_6S_10W,229.04,17,8,2013,1,38,-6,-10,405.1,24.17,35.738
PIRATA_6S_10W,229.09,17,8,2013,2,5,-6,-10,405.7,24.16,35.742
PIRATA_6S_10W,229.13,17,8,2013,3,28,-6,-10,405.8,24.16,35.744
PIRATA_6S_10W,229.17,17,8,2013,4,32,-6,-10,405.9,24.15,35.745
PIRATA_6S_10W,229.21,17,8,2013,5,24,-6,-10,406.2,24.14,35.746
PIRATA_6S_10W,229.25,17,8,2013,6,56,-6,-10,406.5,24.12,35.745
PIRATA_6S_10W,229.29,17,8,2013,7,24,-6,-10,406.4,24.11,35.744
PIRATA_6S_10W,229.34,17,8,2013,8,37,-6,-10,406.9,24.11,35.747
PIRATA_6S_10W,229.38,17,8,2013,9,23,-6,-10,406.9,24.12,35.749
PIRATA_6S_10W,229.42,17,8,2013,10,1,-6,-10,408.2,24.1,35.754
PIRATA_6S_10W,229.46,17,8,2013,11,28,-6,-10,408.4,24.12,35.758
PIRATA_6S_10W,229.5,17,8,2013,12,15,-6,-10,408.8,24.14,35.761
PIRATA_6S_10W,229.54,17,8,2013,13,32,-6,-10,408.5,24.17,35.763
PIRATA_6S_10W,229.59,17,8,2013,14,13,-6,-10,408.6,24.2,35.761
PIRATA_6S_10W,229.63,17,8,2013,15,47,-6,-10,408.9,24.21,35.763
PIRATA_6S_10W,229.67,17,8,2013,16,17,-6,-10,409.1,24.19,35.762
PIRATA_6S_10W,229.71,17,8,2013,17,46,-6,-10,410,24.15,35.765
PIRATA_6S_10W,229.75,17,8,2013,18,35,-6,-10,410.3,24.12,35.769
PIRATA_6S_10W,229.79,17,8,2013,19,53,-6,-10,410.6,24.1,35.77
PIRATA_6S_10W,229.84,17,8,2013,20,8,-6,-10,410.5,24.09,35.771
PIRATA_6S_10W,229.88,17,8,2013,21,23,-6,-10,410.7,24.06,35.773
PIRATA_6S_10W,229.92,17,8,2013,22,1,-6,-10,411.2,24.04,35.776
PIRATA_6S_10W,229.96,17,8,2013,23,30,-6,-10,412.5,24,35.778
PIRATA_6S_10W,230,18,8,2013,0,1,-6,-10,413.2,23.98,35.787
