MOORING,DAY_OF_YEAR,DD,MM,YYYY,HH,SS,LATITUDE,LONGITUDE,FCO2_WAT,SST,SSS,ATM_PRE
,,,,,,,,,UATM,DEG_C,,
PIRATA_6S_10W,350.71,15,12,2008,17,57,-6,-10,443.7,26.31,36.176,-99
PIRATA_6S_10W,350.75,15,12,2008,18,29,-6,-10,442.8,26.26,36.176,-99
PIRATA_6S_10W,350.79,15,12,2008,19,2,-6,-10,441.9,26.24,36.176,-99
PIRATA_6S_10W,350.83,15,12,2008,20,25,-6,-10,442,26.21,36.176,-99
PIRATA_6S_10W,350.88,15,12,2008,21,44,-6,-10,442.2,26.2,36.176,-99
PIRATA_6S_10W,350.92,15,12,2008,22,7,-6,-10,441.9,26.18,36.176,-99
PIRATA_6S_10W,350.96,15,12,2008,23,39,-6,-10,442.1,26.17,36.176,-99
PIRATA_6S_10W,351,16,12,2008,0,55,-6,-10,441.4,26.17,36.176,-99
PIRATA_6S_10W,351.04,16,12,2008,1,39,-6,-10,441.4,26.16,36.1762,-99
PIRATA_6S_10W,351.08,16,12,2008,2,4,-6,-10,441.2,26.15,36.1764,-99
PIRATA_6S_10W,351.12,16,12,2008,3,14,-6,-10,440.8,26.17,36.1766,-99
PIRATA_6S_10W,351.17,16,12,2008,4,18,-6,-10,440.6,26.15,36.1768,-99
PIRATA_6S_10W,351.21,16,12,2008,5,11,-6,-10,440.4,26.15,36.177,-99
PIRATA_6S_10W,351.25,16,12,2008,6,41,-6,-10,439.7,26.17,36.1772,-99
PIRATA_6S_10W,351.29,16,12,2008,7,17,-6,-10,438.9,26.17,36.1775,-99
PIRATA_6S_10W,351.33,16,12,2008,8,48,-6,-10,440,26.19,36.1777,-99
PIRATA_6S_10W,351.38,16,12,2008,9,41,-6,-10,440.1,26.23,36.1779,-99
PIRATA_6S_10W,351.42,16,12,2008,10,46,-6,-10,440.5,26.24,36.1781,-99
PIRATA_6S_10W,351.46,16,12,2008,11,38,-6,-10,440.5,26.27,36.1783,-99
PIRATA_6S_10W,351.5,16,12,2008,12,28,-6,-10,441,26.25,36.1785,-99
PIRATA_6S_10W,351.54,16,12,2008,13,11,-6,-10,440.9,26.26,36.1787,-99
PIRATA_6S_10W,351.58,16,12,2008,14,7,-6,-10,440.8,26.26,36.1789,-99
PIRATA_6S_10W,351.62,16,12,2008,15,31,-6,-10,440.7,26.25,36.1791,-99
PIRATA_6S_10W,351.67,16,12,2008,16,31,-6,-10,440.2,26.24,36.1793,-99
PIRATA_6S_10W,351.71,16,12,2008,17,33,-6,-10,441.1,26.23,36.1795,-99
PIRATA_6S_10W,351.75,16,12,2008,18,10,-6,-10,440.3,26.21,36.1797,-99
PIRATA_6S_10W,351.79,16,12,2008,19,40,-6,-10,440.4,26.21,36.18,-99
PIRATA_6S_10W,351.83,16,12,2008,20,9,-6,-10,440.4,26.19,36.1802,-99
PIRATA_6S_10W,351.88,16,12,2008,21,2,-6,-10,440.9,26.17,36.1804,-99
PIRATA_6S_10W,351.92,16,12,2008,22,47,-6,-10,440.7,26.17,36.1806,-99
PIRATA_6S_10W,351.96,16,12,2008,23,5,-6,-10,440.3,26.17,36.1808,-99
PIRATA_6S_10W,352,17,12,2008,0,35,-6,-10,440.6,26.15,36.181,-99
PIRATA_6S_10W,352.04,17,12,2008,1,2,-6,-10,440,26.15,36.181,-99
PIRATA_6S_10W,352.08,17,12,2008,2,0,-6,-10,440.8,26.14,36.1811,-99
PIRATA_6S_10W,352.12,17,12,2008,3,29,-6,-10,440.8,26.14,36.1811,-99
PIRATA_6S_10W,352.17,17,12,2008,4,1,-6,-10,441.2,26.13,36.1812,-99
PIRATA_6S_10W,352.21,17,12,2008,5,59,-6,-10,440.7,26.13,36.1812,-99
PIRATA_6S_10W,352.25,17,12,2008,6,28,-6,-10,441.3,26.12,36.1813,-99
PIRATA_6S_10W,352.29,17,12,2008,7,0,-6,-10,440.7,26.15,36.1813,-99
PIRATA_6S_10W,352.33,17,12,2008,8,26,-6,-10,440,26.17,36.1813,-99
PIRATA_6S_10W,352.38,17,12,2008,9,2,-6,-10,440,26.21,36.1814,-99
PIRATA_6S_10W,352.42,17,12,2008,10,28,-6,-10,440.8,26.27,36.1814,-99
PIRATA_6S_10W,352.46,17,12,2008,11,50,-6,-10,440.9,26.27,36.1815,-99
PIRATA_6S_10W,352.5,17,12,2008,12,40,-6,-10,441.2,26.29,36.1815,-99
PIRATA_6S_10W,352.54,17,12,2008,13,58,-6,-10,441.6,26.3,36.1815,-99
PIRATA_6S_10W,352.58,17,12,2008,14,28,-6,-10,442.7,26.28,36.1816,-99
PIRATA_6S_10W,352.62,17,12,2008,15,1,-6,-10,442.3,26.25,36.1816,-99
PIRATA_6S_10W,352.67,17,12,2008,16,35,-6,-10,442.4,26.24,36.1817,-99
PIRATA_6S_10W,352.71,17,12,2008,17,3,-6,-10,442.1,26.22,36.1817,-99
PIRATA_6S_10W,352.75,17,12,2008,18,45,-6,-10,443.1,26.23,36.1818,-99
PIRATA_6S_10W,352.79,17,12,2008,19,2,-6,-10,442.4,26.22,36.1818,-99
PIRATA_6S_10W,352.83,17,12,2008,20,24,-6,-10,441.6,26.2,36.1818,-99
PIRATA_6S_10W,352.88,17,12,2008,21,44,-6,-10,442.7,26.2,36.1819,-99
PIRATA_6S_10W,352.92,17,12,2008,22,42,-6,-10,442,26.18,36.1819,-99
PIRATA_6S_10W,352.96,17,12,2008,23,5,-6,-10,441.5,26.16,36.182,-99
PIRATA_6S_10W,353,18,12,2008,0,31,-6,-10,441.8,26.19,36.182,-99
PIRATA_6S_10W,353.04,18,12,2008,1,15,-6,-10,441.3,26.18,36.1818,-99
PIRATA_6S_10W,353.08,18,12,2008,2,37,-6,-10,441,26.17,36.1817,-99
PIRATA_6S_10W,353.12,18,12,2008,3,10,-6,-10,441.8,26.14,36.1815,-99
PIRATA_6S_10W,353.17,18,12,2008,4,42,-6,-10,441.2,26.17,36.1813,-99
PIRATA_6S_10W,353.21,18,12,2008,5,54,-6,-10,441.2,26.16,36.1812,-99
PIRATA_6S_10W,353.25,18,12,2008,6,37,-6,-10,441.6,26.14,36.181,-99
PIRATA_6S_10W,353.29,18,12,2008,7,1,-6,-10,441.3,26.17,36.1808,-99
PIRATA_6S_10W,353.33,18,12,2008,8,40,-6,-10,442.1,26.23,36.1807,-99
PIRATA_6S_10W,353.38,18,12,2008,9,14,-6,-10,441.7,26.25,36.1805,-99
PIRATA_6S_10W,353.42,18,12,2008,10,58,-6,-10,441.8,26.26,36.1803,-99
PIRATA_6S_10W,353.46,18,12,2008,11,45,-6,-10,442,26.33,36.1802,-99
PIRATA_6S_10W,353.5,18,12,2008,12,7,-6,-10,442.5,26.34,36.18,-99
PIRATA_6S_10W,353.54,18,12,2008,13,11,-6,-10,443.9,26.34,36.1798,-99
PIRATA_6S_10W,353.58,18,12,2008,14,17,-6,-10,444.2,26.33,36.1797,-99
PIRATA_6S_10W,353.62,18,12,2008,15,26,-6,-10,443.9,26.31,36.1795,-99
PIRATA_6S_10W,353.67,18,12,2008,16,36,-6,-10,443.8,26.31,36.1793,-99
PIRATA_6S_10W,353.71,18,12,2008,17,57,-6,-10,443.8,26.26,36.1792,-99
PIRATA_6S_10W,353.75,18,12,2008,18,29,-6,-10,443.6,26.24,36.179,-99
PIRATA_6S_10W,353.79,18,12,2008,19,5,-6,-10,442.5,26.23,36.1788,-99
PIRATA_6S_10W,353.83,18,12,2008,20,42,-6,-10,442,26.23,36.1787,-99
PIRATA_6S_10W,353.88,18,12,2008,21,56,-6,-10,442.1,26.21,36.1785,-99
PIRATA_6S_10W,353.92,18,12,2008,22,26,-6,-10,442.2,26.2,36.1783,-99
PIRATA_6S_10W,353.96,18,12,2008,23,55,-6,-10,442.7,26.17,36.1782,-99
PIRATA_6S_10W,354,19,12,2008,0,19,-6,-10,442.4,26.17,36.178,-99
PIRATA_6S_10W,354.04,19,12,2008,1,49,-6,-10,442.1,26.16,36.178,-99
PIRATA_6S_10W,354.08,19,12,2008,2,45,-6,-10,443.2,26.17,36.1779,-99
PIRATA_6S_10W,354.12,19,12,2008,3,13,-6,-10,442.4,26.15,36.1779,-99
PIRATA_6S_10W,354.17,19,12,2008,4,53,-6,-10,442.7,26.16,36.1778,-99
PIRATA_6S_10W,354.21,19,12,2008,5,37,-6,-10,442.1,26.14,36.1778,-99
PIRATA_6S_10W,354.25,19,12,2008,6,6,-6,-10,442.2,26.14,36.1777,-99
PIRATA_6S_10W,354.29,19,12,2008,7,35,-6,-10,442.2,26.16,36.1777,-99
PIRATA_6S_10W,354.33,19,12,2008,8,1,-6,-10,441.9,26.17,36.1777,-99
PIRATA_6S_10W,354.38,19,12,2008,9,8,-6,-10,441.7,26.18,36.1776,-99
PIRATA_6S_10W,354.42,19,12,2008,10,32,-6,-10,441.2,26.17,36.1776,-99
PIRATA_6S_10W,354.46,19,12,2008,11,9,-6,-10,441.5,26.19,36.1775,-99
PIRATA_6S_10W,354.5,19,12,2008,12,36,-6,-10,441.5,26.21,36.1775,-99
PIRATA_6S_10W,354.54,19,12,2008,13,55,-6,-10,441.7,26.26,36.1775,-99
PIRATA_6S_10W,354.58,19,12,2008,14,25,-6,-10,442.3,26.25,36.1774,-99
PIRATA_6S_10W,354.62,19,12,2008,15,56,-6,-10,442.3,26.23,36.1774,-99
PIRATA_6S_10W,354.67,19,12,2008,16,29,-6,-10,443.1,26.21,36.1773,-99
PIRATA_6S_10W,354.71,19,12,2008,17,2,-6,-10,442.9,26.19,36.1773,-99
PIRATA_6S_10W,354.75,19,12,2008,18,28,-6,-10,442.6,26.18,36.1772,-99
PIRATA_6S_10W,354.79,19,12,2008,19,55,-6,-10,442.6,26.18,36.1772,-99
PIRATA_6S_10W,354.83,19,12,2008,20,26,-6,-10,442,26.17,36.1772,-99
PIRATA_6S_10W,354.88,19,12,2008,21,12,-6,-10,441.6,26.17,36.1771,-99
PIRATA_6S_10W,354.92,19,12,2008,22,49,-6,-10,441.8,26.16,36.1771,-99
PIRATA_6S_10W,354.96,19,12,2008,23,14,-6,-10,442.6,26.15,36.177,-99
PIRATA_6S_10W,355,20,12,2008,0,48,-6,-10,442.6,26.14,36.177,-99
PIRATA_6S_10W,355.04,20,12,2008,1,17,-6,-10,442.7,26.14,36.1773,-99
PIRATA_6S_10W,355.08,20,12,2008,2,49,-6,-10,443.1,26.13,36.1777,-99
PIRATA_6S_10W,355.12,20,12,2008,3,58,-6,-10,442.6,26.12,36.178,-99
PIRATA_6S_10W,355.17,20,12,2008,4,34,-6,-10,443.2,26.13,36.1783,-99
PIRATA_6S_10W,355.21,20,12,2008,5,4,-6,-10,442.5,26.13,36.1787,-99
PIRATA_6S_10W,355.25,20,12,2008,6,34,-6,-10,442.9,26.14,36.179,-99
PIRATA_6S_10W,355.29,20,12,2008,7,50,-6,-10,441.6,26.17,36.1793,-99
PIRATA_6S_10W,355.33,20,12,2008,8,42,-6,-10,441.7,26.17,36.1797,-99
PIRATA_6S_10W,355.38,20,12,2008,9,47,-6,-10,441.5,26.2,36.18,-99
PIRATA_6S_10W,355.42,20,12,2008,10,30,-6,-10,441.8,26.23,36.1803,-99
PIRATA_6S_10W,355.46,20,12,2008,11,50,-6,-10,442.1,26.26,36.1807,-99
PIRATA_6S_10W,355.5,20,12,2008,12,19,-6,-10,442.9,26.27,36.181,-99
PIRATA_6S_10W,355.54,20,12,2008,13,53,-6,-10,442.7,26.26,36.1813,-99
PIRATA_6S_10W,355.58,20,12,2008,14,52,-6,-10,443,26.24,36.1817,-99
PIRATA_6S_10W,355.62,20,12,2008,15,23,-6,-10,442.8,26.23,36.182,-99
PIRATA_6S_10W,355.67,20,12,2008,16,7,-6,-10,443.1,26.22,36.1823,-99
PIRATA_6S_10W,355.71,20,12,2008,17,44,-6,-10,442.6,26.21,36.1827,-99
PIRATA_6S_10W,355.75,20,12,2008,18,59,-6,-10,442.7,26.19,36.183,-99
PIRATA_6S_10W,355.79,20,12,2008,19,27,-6,-10,442.8,26.19,36.1833,-99
PIRATA_6S_10W,355.83,20,12,2008,20,44,-6,-10,441.9,26.19,36.1837,-99
PIRATA_6S_10W,355.88,20,12,2008,21,8,-6,-10,441.9,26.19,36.184,-99
PIRATA_6S_10W,355.92,20,12,2008,22,42,-6,-10,441.9,26.18,36.1843,-99
PIRATA_6S_10W,355.96,20,12,2008,23,20,-6,-10,442,26.17,36.1847,-99
PIRATA_6S_10W,356,21,12,2008,0,21,-6,-10,441.8,26.17,36.185,-99
PIRATA_6S_10W,356.04,21,12,2008,1,29,-6,-10,442.3,26.15,36.1851,-99
PIRATA_6S_10W,356.08,21,12,2008,2,40,-6,-10,442.4,26.14,36.1852,-99
PIRATA_6S_10W,356.12,21,12,2008,3,34,-6,-10,442,26.14,36.1852,-99
PIRATA_6S_10W,356.17,21,12,2008,4,3,-6,-10,442.2,26.14,36.1853,-99
PIRATA_6S_10W,356.21,21,12,2008,5,37,-6,-10,442.1,26.15,36.1854,-99
PIRATA_6S_10W,356.25,21,12,2008,6,26,-6,-10,440.8,26.14,36.1855,-99
PIRATA_6S_10W,356.29,21,12,2008,7,43,-6,-10,440.4,26.17,36.1856,-99
PIRATA_6S_10W,356.33,21,12,2008,8,6,-6,-10,440.7,26.2,36.1857,-99
PIRATA_6S_10W,356.38,21,12,2008,9,33,-6,-10,440.5,26.23,36.1857,-99
PIRATA_6S_10W,356.42,21,12,2008,10,12,-6,-10,440.4,26.26,36.1858,-99
PIRATA_6S_10W,356.46,21,12,2008,11,37,-6,-10,440.3,26.28,36.1859,-99
PIRATA_6S_10W,356.5,21,12,2008,12,22,-6,-10,441.2,26.3,36.186,-99
PIRATA_6S_10W,356.54,21,12,2008,13,37,-6,-10,442.2,26.31,36.1861,-99
PIRATA_6S_10W,356.58,21,12,2008,14,7,-6,-10,441.9,26.27,36.1862,-99
PIRATA_6S_10W,356.62,21,12,2008,15,6,-6,-10,442,26.25,36.1862,-99
PIRATA_6S_10W,356.67,21,12,2008,16,36,-6,-10,441,26.21,36.1863,-99
PIRATA_6S_10W,356.71,21,12,2008,17,5,-6,-10,441.4,26.18,36.1864,-99
PIRATA_6S_10W,356.75,21,12,2008,18,34,-6,-10,441.5,26.17,36.1865,-99
PIRATA_6S_10W,356.79,21,12,2008,19,59,-6,-10,441.2,26.14,36.1866,-99
PIRATA_6S_10W,356.83,21,12,2008,20,41,-6,-10,440.8,26.15,36.1867,-99
PIRATA_6S_10W,356.88,21,12,2008,21,48,-6,-10,440.2,26.13,36.1867,-99
PIRATA_6S_10W,356.92,21,12,2008,22,3,-6,-10,440.1,26.12,36.1868,-99
PIRATA_6S_10W,356.96,21,12,2008,23,18,-6,-10,440,26.12,36.1869,-99
PIRATA_6S_10W,357,22,12,2008,0,23,-6,-10,440.7,26.11,36.187,-99
PIRATA_6S_10W,357.04,22,12,2008,1,13,-6,-10,439.9,26.1,36.1871,-99
PIRATA_6S_10W,357.08,22,12,2008,2,26,-6,-10,440.9,26.1,36.1872,-99
PIRATA_6S_10W,357.12,22,12,2008,3,36,-6,-10,439.9,26.09,36.1874,-99
PIRATA_6S_10W,357.17,22,12,2008,4,16,-6,-10,440.7,26.1,36.1875,-99
PIRATA_6S_10W,357.21,22,12,2008,5,8,-6,-10,440.8,26.08,36.1876,-99
PIRATA_6S_10W,357.25,22,12,2008,6,5,-6,-10,441,26.08,36.1878,-99
PIRATA_6S_10W,357.29,22,12,2008,7,16,-6,-10,440.4,26.1,36.1879,-99
PIRATA_6S_10W,357.33,22,12,2008,8,48,-6,-10,440,26.14,36.188,-99
PIRATA_6S_10W,357.38,22,12,2008,9,22,-6,-10,439.9,26.17,36.1881,-99
PIRATA_6S_10W,357.42,22,12,2008,10,17,-6,-10,440.2,26.23,36.1883,-99
PIRATA_6S_10W,357.46,22,12,2008,11,52,-6,-10,440.3,26.24,36.1884,-99
PIRATA_6S_10W,357.5,22,12,2008,12,38,-6,-10,440.8,26.23,36.1885,-99
PIRATA_6S_10W,357.54,22,12,2008,13,51,-6,-10,441.5,26.28,36.1886,-99
PIRATA_6S_10W,357.58,22,12,2008,14,10,-6,-10,442.3,26.22,36.1888,-99
PIRATA_6S_10W,357.62,22,12,2008,15,47,-6,-10,442.4,26.18,36.1889,-99
PIRATA_6S_10W,357.67,22,12,2008,16,42,-6,-10,441.9,26.17,36.189,-99
PIRATA_6S_10W,357.71,22,12,2008,17,2,-6,-10,441.2,26.14,36.1891,-99
PIRATA_6S_10W,357.75,22,12,2008,18,34,-6,-10,441.6,26.12,36.1893,-99
PIRATA_6S_10W,357.79,22,12,2008,19,6,-6,-10,440.7,26.12,36.1894,-99
PIRATA_6S_10W,357.83,22,12,2008,20,42,-6,-10,440.8,26.12,36.1895,-99
PIRATA_6S_10W,357.88,22,12,2008,21,50,-6,-10,440.9,26.1,36.1896,-99
PIRATA_6S_10W,357.92,22,12,2008,22,2,-6,-10,440.4,26.1,36.1898,-99
PIRATA_6S_10W,357.96,22,12,2008,23,45,-6,-10,440.7,26.1,36.1899,-99
PIRATA_6S_10W,358,23,12,2008,0,12,-6,-10,440.5,26.12,36.19,-99
PIRATA_6S_10W,358.04,23,12,2008,1,42,-6,-10,440.9,26.1,36.19,-99
PIRATA_6S_10W,358.08,23,12,2008,2,27,-6,-10,441,26.09,36.1901,-99
PIRATA_6S_10W,358.12,23,12,2008,3,8,-6,-10,441.2,26.1,36.1901,-99
PIRATA_6S_10W,358.17,23,12,2008,4,58,-6,-10,441.4,26.09,36.1902,-99
PIRATA_6S_10W,358.21,23,12,2008,5,34,-6,-10,441.3,26.08,36.1902,-99
PIRATA_6S_10W,358.25,23,12,2008,6,21,-6,-10,440.9,26.08,36.1903,-99
PIRATA_6S_10W,358.29,23,12,2008,7,40,-6,-10,440.2,26.09,36.1903,-99
PIRATA_6S_10W,358.33,23,12,2008,8,55,-6,-10,441,26.12,36.1903,-99
PIRATA_6S_10W,358.38,23,12,2008,9,15,-6,-10,440.6,26.14,36.1904,-99
PIRATA_6S_10W,358.42,23,12,2008,10,45,-6,-10,440.3,26.2,36.1904,-99
PIRATA_6S_10W,358.46,23,12,2008,11,8,-6,-10,441,26.25,36.1905,-99
PIRATA_6S_10W,358.5,23,12,2008,12,35,-6,-10,442,26.33,36.1905,-99
PIRATA_6S_10W,358.54,23,12,2008,13,6,-6,-10,442.5,26.35,36.1905,-99
PIRATA_6S_10W,358.58,23,12,2008,14,51,-6,-10,443.3,26.33,36.1906,-99
PIRATA_6S_10W,358.62,23,12,2008,15,29,-6,-10,443.9,26.31,36.1906,-99
PIRATA_6S_10W,358.67,23,12,2008,16,38,-6,-10,443.9,26.28,36.1907,-99
PIRATA_6S_10W,358.71,23,12,2008,17,7,-6,-10,443.1,26.24,36.1907,-99
PIRATA_6S_10W,358.75,23,12,2008,18,56,-6,-10,442.9,26.22,36.1908,-99
PIRATA_6S_10W,358.79,23,12,2008,19,8,-6,-10,442.6,26.21,36.1908,-99
PIRATA_6S_10W,358.83,23,12,2008,20,53,-6,-10,442.2,26.21,36.1908,-99
PIRATA_6S_10W,358.88,23,12,2008,21,37,-6,-10,442.1,26.19,36.1909,-99
PIRATA_6S_10W,358.92,23,12,2008,22,58,-6,-10,442.4,26.18,36.1909,-99
PIRATA_6S_10W,358.96,23,12,2008,23,31,-6,-10,442.4,26.19,36.191,-99
PIRATA_6S_10W,359,24,12,2008,0,6,-6,-10,442.4,26.19,36.191,-99
PIRATA_6S_10W,359.04,24,12,2008,1,43,-6,-10,443.5,26.19,36.1907,-99
PIRATA_6S_10W,359.08,24,12,2008,2,10,-6,-10,443.2,26.17,36.1904,-99
PIRATA_6S_10W,359.12,24,12,2008,3,23,-6,-10,443.4,26.17,36.1901,-99
PIRATA_6S_10W,359.17,24,12,2008,4,57,-6,-10,443.1,26.17,36.1898,-99
PIRATA_6S_10W,359.21,24,12,2008,5,22,-6,-10,443.3,26.16,36.1895,-99
PIRATA_6S_10W,359.25,24,12,2008,6,37,-6,-10,442.7,26.18,36.1893,-99
PIRATA_6S_10W,359.29,24,12,2008,7,3,-6,-10,442.4,26.19,36.189,-99
PIRATA_6S_10W,359.33,24,12,2008,8,33,-6,-10,442.8,26.24,36.1887,-99
PIRATA_6S_10W,359.38,24,12,2008,9,11,-6,-10,441.9,26.29,36.1884,-99
PIRATA_6S_10W,359.42,24,12,2008,10,0,-6,-10,443.5,26.31,36.1881,-99
PIRATA_6S_10W,359.46,24,12,2008,11,13,-6,-10,444,26.37,36.1878,-99
PIRATA_6S_10W,359.5,24,12,2008,12,52,-6,-10,444.1,26.42,36.1875,-99
PIRATA_6S_10W,359.54,24,12,2008,13,20,-6,-10,445,26.45,36.1872,-99
PIRATA_6S_10W,359.58,24,12,2008,14,46,-6,-10,445.5,26.47,36.1869,-99
PIRATA_6S_10W,359.62,24,12,2008,15,17,-6,-10,446.3,26.43,36.1866,-99
PIRATA_6S_10W,359.67,24,12,2008,16,45,-6,-10,446.3,26.42,36.1863,-99
PIRATA_6S_10W,359.71,24,12,2008,17,10,-6,-10,447.2,26.35,36.186,-99
PIRATA_6S_10W,359.75,24,12,2008,18,41,-6,-10,446.6,26.32,36.1857,-99
PIRATA_6S_10W,359.79,24,12,2008,19,13,-6,-10,445.3,26.3,36.1855,-99
PIRATA_6S_10W,359.83,24,12,2008,20,5,-6,-10,444.1,26.27,36.1852,-99
PIRATA_6S_10W,359.88,24,12,2008,21,35,-6,-10,444.7,26.26,36.1849,-99
PIRATA_6S_10W,359.92,24,12,2008,22,1,-6,-10,444.1,26.23,36.1846,-99
PIRATA_6S_10W,359.96,24,12,2008,23,34,-6,-10,443.7,26.24,36.1843,-99
PIRATA_6S_10W,360,25,12,2008,0,16,-6,-10,444.2,26.22,36.184,-99
PIRATA_6S_10W,360.04,25,12,2008,1,15,-6,-10,444.5,26.23,36.1842,-99
PIRATA_6S_10W,360.08,25,12,2008,2,24,-6,-10,444.4,26.23,36.1844,-99
PIRATA_6S_10W,360.12,25,12,2008,3,8,-6,-10,443.8,26.23,36.1846,-99
PIRATA_6S_10W,360.17,25,12,2008,4,38,-6,-10,444.1,26.23,36.1848,-99
PIRATA_6S_10W,360.21,25,12,2008,5,50,-6,-10,444.3,26.23,36.185,-99
PIRATA_6S_10W,360.25,25,12,2008,6,32,-6,-10,443.7,26.23,36.1852,-99
PIRATA_6S_10W,360.29,25,12,2008,7,3,-6,-10,443.6,26.24,36.1855,-99
PIRATA_6S_10W,360.33,25,12,2008,8,38,-6,-10,443.6,26.27,36.1857,-99
PIRATA_6S_10W,360.38,25,12,2008,9,20,-6,-10,443.7,26.29,36.1859,-99
PIRATA_6S_10W,360.42,25,12,2008,10,30,-6,-10,443.3,26.33,36.1861,-99
PIRATA_6S_10W,360.46,25,12,2008,11,32,-6,-10,443.7,26.36,36.1863,-99
PIRATA_6S_10W,360.5,25,12,2008,12,4,-6,-10,444.2,26.37,36.1865,-99
PIRATA_6S_10W,360.54,25,12,2008,13,31,-6,-10,444.1,26.42,36.1867,-99
PIRATA_6S_10W,360.58,25,12,2008,14,0,-6,-10,444.5,26.43,36.1869,-99
PIRATA_6S_10W,360.62,25,12,2008,15,35,-6,-10,444.8,26.38,36.1871,-99
PIRATA_6S_10W,360.67,25,12,2008,16,19,-6,-10,444.9,26.35,36.1873,-99
PIRATA_6S_10W,360.71,25,12,2008,17,36,-6,-10,444.7,26.31,36.1875,-99
PIRATA_6S_10W,360.75,25,12,2008,18,21,-6,-10,444.5,26.28,36.1878,-99
PIRATA_6S_10W,360.79,25,12,2008,19,31,-6,-10,444,26.28,36.188,-99
PIRATA_6S_10W,360.83,25,12,2008,20,2,-6,-10,443.6,26.27,36.1882,-99
PIRATA_6S_10W,360.88,25,12,2008,21,4,-6,-10,443.6,26.26,36.1884,-99
PIRATA_6S_10W,360.92,25,12,2008,22,50,-6,-10,443.8,26.25,36.1886,-99
PIRATA_6S_10W,360.96,25,12,2008,23,9,-6,-10,444,26.24,36.1888,-99
PIRATA_6S_10W,361,26,12,2008,0,0,-6,-10,443.8,26.24,36.189,-99
PIRATA_6S_10W,361.04,26,12,2008,1,47,-6,-10,443.2,26.24,36.1891,-99
PIRATA_6S_10W,361.08,26,12,2008,2,44,-6,-10,443.4,26.23,36.1893,-99
PIRATA_6S_10W,361.12,26,12,2008,3,29,-6,-10,443.5,26.21,36.1894,-99
PIRATA_6S_10W,361.17,26,12,2008,4,52,-6,-10,443.3,26.21,36.1895,-99
PIRATA_6S_10W,361.21,26,12,2008,5,32,-6,-10,443.5,26.19,36.1896,-99
PIRATA_6S_10W,361.25,26,12,2008,6,6,-6,-10,442.8,26.18,36.1898,-99
PIRATA_6S_10W,361.29,26,12,2008,7,59,-6,-10,442.5,26.19,36.1899,-99
PIRATA_6S_10W,361.33,26,12,2008,8,24,-6,-10,442.6,26.2,36.19,-99
PIRATA_6S_10W,361.38,26,12,2008,9,58,-6,-10,441.8,26.23,36.1901,-99
PIRATA_6S_10W,361.42,26,12,2008,10,13,-6,-10,442.7,26.26,36.1903,-99
PIRATA_6S_10W,361.46,26,12,2008,11,30,-6,-10,443,26.28,36.1904,-99
PIRATA_6S_10W,361.5,26,12,2008,12,1,-6,-10,443,26.29,36.1905,-99
PIRATA_6S_10W,361.54,26,12,2008,13,46,-6,-10,443.5,26.28,36.1906,-99
PIRATA_6S_10W,361.58,26,12,2008,14,5,-6,-10,443.4,26.28,36.1908,-99
PIRATA_6S_10W,361.62,26,12,2008,15,47,-6,-10,443.8,26.26,36.1909,-99
PIRATA_6S_10W,361.67,26,12,2008,16,40,-6,-10,443.3,26.24,36.191,-99
PIRATA_6S_10W,361.71,26,12,2008,17,11,-6,-10,443,26.21,36.1911,-99
PIRATA_6S_10W,361.75,26,12,2008,18,53,-6,-10,443,26.2,36.1912,-99
PIRATA_6S_10W,361.79,26,12,2008,19,25,-6,-10,442.5,26.17,36.1914,-99
PIRATA_6S_10W,361.83,26,12,2008,20,38,-6,-10,442.8,26.17,36.1915,-99
PIRATA_6S_10W,361.88,26,12,2008,21,54,-6,-10,442.2,26.16,36.1916,-99
PIRATA_6S_10W,361.92,26,12,2008,22,18,-6,-10,443,26.14,36.1917,-99
PIRATA_6S_10W,361.96,26,12,2008,23,51,-6,-10,443,26.14,36.1919,-99
PIRATA_6S_10W,362,27,12,2008,0,15,-6,-10,442.6,26.12,36.192,-99
PIRATA_6S_10W,362.04,27,12,2008,1,54,-6,-10,443.4,26.12,36.192,-99
PIRATA_6S_10W,362.08,27,12,2008,2,28,-6,-10,443.3,26.11,36.192,-99
PIRATA_6S_10W,362.12,27,12,2008,3,0,-6,-10,443.1,26.1,36.192,-99
PIRATA_6S_10W,362.17,27,12,2008,4,38,-6,-10,442.4,26.1,36.192,-99
PIRATA_6S_10W,362.21,27,12,2008,5,5,-6,-10,442.2,26.09,36.192,-99
PIRATA_6S_10W,362.25,27,12,2008,6,44,-6,-10,442.4,26.08,36.192,-99
PIRATA_6S_10W,362.29,27,12,2008,7,5,-6,-10,442.8,26.07,36.192,-99
PIRATA_6S_10W,362.33,27,12,2008,8,43,-6,-10,442.2,26.11,36.192,-99
PIRATA_6S_10W,362.38,27,12,2008,9,7,-6,-10,441.9,26.12,36.192,-99
PIRATA_6S_10W,362.42,27,12,2008,10,28,-6,-10,442,26.14,36.192,-99
PIRATA_6S_10W,362.46,27,12,2008,11,57,-6,-10,442.6,26.18,36.192,-99
PIRATA_6S_10W,362.5,27,12,2008,12,38,-6,-10,442.7,26.21,36.192,-99
PIRATA_6S_10W,362.54,27,12,2008,13,43,-6,-10,442.9,26.26,36.192,-99
PIRATA_6S_10W,362.58,27,12,2008,14,41,-6,-10,443.6,26.28,36.192,-99
