MOORING,DAY_OF_YEAR,DD,MM,YYYY,HH,SS,LATITUDE,LONGITUDE,FCO2_WAT,SST,SSS,ATM_PRE
,,,,,,,,,UATM,DEG_C,,
PIRATA_6S_10W,261,17,9,2008,0,14,-6,-10,423.1,24.14,36.028,1015.4
PIRATA_6S_10W,261.04,17,9,2008,1,44,-6,-10,423.2,24.14,36.0274,1014.7
PIRATA_6S_10W,261.08,17,9,2008,2,11,-6,-10,423.2,24.12,36.0267,1013.8
PIRATA_6S_10W,261.12,17,9,2008,3,5,-6,-10,423,24.11,36.0261,1013.4
PIRATA_6S_10W,261.17,17,9,2008,4,18,-6,-10,423.5,24.1,36.0255,1013.1
PIRATA_6S_10W,261.21,17,9,2008,5,45,-6,-10,422.5,24.11,36.0249,1013
PIRATA_6S_10W,261.25,17,9,2008,6,24,-6,-10,422.2,24.12,36.0243,1013
PIRATA_6S_10W,261.29,17,9,2008,7,13,-6,-10,421.7,24.14,36.0236,1013.7
PIRATA_6S_10W,261.33,17,9,2008,8,19,-6,-10,420.9,24.14,36.023,1014.3
PIRATA_6S_10W,261.38,17,9,2008,9,51,-6,-10,421.1,24.16,36.0224,1014.8
PIRATA_6S_10W,261.42,17,9,2008,10,14,-6,-10,420.4,24.16,36.0218,1015.1
PIRATA_6S_10W,261.46,17,9,2008,11,56,-6,-10,420.5,24.16,36.0211,1015.3
PIRATA_6S_10W,261.5,17,9,2008,12,22,-6,-10,419.4,24.23,36.0205,1014.8
PIRATA_6S_10W,261.54,17,9,2008,13,44,-6,-10,419.1,24.24,36.0199,1014.1
PIRATA_6S_10W,261.58,17,9,2008,14,20,-6,-10,419.8,24.28,36.0192,1013.3
PIRATA_6S_10W,261.62,17,9,2008,15,1,-6,-10,419.2,24.28,36.0186,1012.7
PIRATA_6S_10W,261.67,17,9,2008,16,27,-6,-10,418.9,24.25,36.018,1012.3
PIRATA_6S_10W,261.71,17,9,2008,17,4,-6,-10,418.6,24.24,36.0174,1012.3
PIRATA_6S_10W,261.75,17,9,2008,18,44,-6,-10,418.4,24.23,36.0168,1012.6
PIRATA_6S_10W,261.79,17,9,2008,19,6,-6,-10,417.7,24.19,36.0161,1013
PIRATA_6S_10W,261.83,17,9,2008,20,34,-6,-10,417.4,24.19,36.0155,1013.8
PIRATA_6S_10W,261.88,17,9,2008,21,15,-6,-10,417.2,24.18,36.0149,1014.4
PIRATA_6S_10W,261.92,17,9,2008,22,22,-6,-10,417.2,24.19,36.0143,1015
PIRATA_6S_10W,261.96,17,9,2008,23,53,-6,-10,416.6,24.16,36.0136,1015.3
PIRATA_6S_10W,262,18,9,2008,0,49,-6,-10,416.9,24.17,36.013,1015.2
PIRATA_6S_10W,262.04,18,9,2008,1,36,-6,-10,416.6,24.16,36.0128,1014.5
PIRATA_6S_10W,262.08,18,9,2008,2,7,-6,-10,416.9,24.16,36.0127,1013.8
PIRATA_6S_10W,262.12,18,9,2008,3,46,-6,-10,416.6,24.16,36.0125,1013.5
PIRATA_6S_10W,262.17,18,9,2008,4,11,-6,-10,416.9,24.16,36.0123,1013.2
PIRATA_6S_10W,262.21,18,9,2008,5,36,-6,-10,417.2,24.15,36.0122,1013.5
PIRATA_6S_10W,262.25,18,9,2008,6,54,-6,-10,417.7,24.15,36.012,1013.9
PIRATA_6S_10W,262.29,18,9,2008,7,38,-6,-10,417.8,24.14,36.0118,1014.6
PIRATA_6S_10W,262.33,18,9,2008,8,59,-6,-10,418.2,24.16,36.0117,1015.4
PIRATA_6S_10W,262.38,18,9,2008,9,40,-6,-10,417.7,24.2,36.0115,1016.2
PIRATA_6S_10W,262.42,18,9,2008,10,58,-6,-10,417.8,24.25,36.0113,1016.5
PIRATA_6S_10W,262.46,18,9,2008,11,23,-6,-10,418.4,24.32,36.0112,1016.3
PIRATA_6S_10W,262.5,18,9,2008,12,50,-6,-10,418.6,24.38,36.011,1015.9
PIRATA_6S_10W,262.54,18,9,2008,13,45,-6,-10,419.5,24.43,36.0108,1015
PIRATA_6S_10W,262.58,18,9,2008,14,55,-6,-10,420.1,24.44,36.0107,1014.3
PIRATA_6S_10W,262.62,18,9,2008,15,17,-6,-10,420.8,24.39,36.0105,1013.5
PIRATA_6S_10W,262.67,18,9,2008,16,43,-6,-10,420.4,24.36,36.0103,1012.6
PIRATA_6S_10W,262.71,18,9,2008,17,7,-6,-10,420.1,24.32,36.0102,1012.8
PIRATA_6S_10W,262.75,18,9,2008,18,1,-6,-10,419,24.3,36.01,1013.1
PIRATA_6S_10W,262.79,18,9,2008,19,33,-6,-10,418.5,24.28,36.0098,1013.7
PIRATA_6S_10W,262.83,18,9,2008,20,59,-6,-10,418.8,24.28,36.0097,1014.4
PIRATA_6S_10W,262.88,18,9,2008,21,42,-6,-10,418,24.27,36.0095,1014.9
PIRATA_6S_10W,262.92,18,9,2008,22,5,-6,-10,418.6,24.26,36.0093,1015.4
PIRATA_6S_10W,262.96,18,9,2008,23,14,-6,-10,418.1,24.26,36.0092,1015.5
PIRATA_6S_10W,263,19,9,2008,0,44,-6,-10,417.3,24.26,36.009,1015.3
PIRATA_6S_10W,263.04,19,9,2008,1,14,-6,-10,417.3,24.25,36.0089,1014.4
PIRATA_6S_10W,263.08,19,9,2008,2,45,-6,-10,417.2,24.24,36.0088,1014.1
PIRATA_6S_10W,263.12,19,9,2008,3,30,-6,-10,417.1,24.21,36.0086,1013.1
PIRATA_6S_10W,263.17,19,9,2008,4,39,-6,-10,417.3,24.22,36.0085,1013
PIRATA_6S_10W,263.21,19,9,2008,5,11,-6,-10,417.3,24.22,36.0084,1013.4
PIRATA_6S_10W,263.25,19,9,2008,6,43,-6,-10,417.8,24.21,36.0083,1013.9
PIRATA_6S_10W,263.29,19,9,2008,7,38,-6,-10,416.9,24.21,36.0081,1014.4
PIRATA_6S_10W,263.33,19,9,2008,8,55,-6,-10,417,24.23,36.008,1014.9
PIRATA_6S_10W,263.38,19,9,2008,9,45,-6,-10,416.7,24.25,36.0079,1015.5
PIRATA_6S_10W,263.42,19,9,2008,10,50,-6,-10,416.8,24.27,36.0078,1015.7
PIRATA_6S_10W,263.46,19,9,2008,11,59,-6,-10,416.8,24.35,36.0076,1015.4
PIRATA_6S_10W,263.5,19,9,2008,12,31,-6,-10,417.7,24.41,36.0075,1014.8
PIRATA_6S_10W,263.54,19,9,2008,13,32,-6,-10,417.7,24.41,36.0074,1013.5
PIRATA_6S_10W,263.58,19,9,2008,14,15,-6,-10,418.5,24.45,36.0073,1012.8
PIRATA_6S_10W,263.62,19,9,2008,15,39,-6,-10,418,24.46,36.0071,1012.6
PIRATA_6S_10W,263.67,19,9,2008,16,11,-6,-10,418.5,24.45,36.007,1012.6
PIRATA_6S_10W,263.71,19,9,2008,17,18,-6,-10,417.8,24.41,36.0069,1012.7
PIRATA_6S_10W,263.75,19,9,2008,18,45,-6,-10,417.7,24.39,36.0067,1013.1
PIRATA_6S_10W,263.79,19,9,2008,19,30,-6,-10,416.5,24.37,36.0066,1013.4
PIRATA_6S_10W,263.83,19,9,2008,20,39,-6,-10,416.5,24.34,36.0065,1014.3
PIRATA_6S_10W,263.88,19,9,2008,21,26,-6,-10,415.8,24.33,36.0064,1014.9
PIRATA_6S_10W,263.92,19,9,2008,22,49,-6,-10,415.7,24.3,36.0062,1015.1
PIRATA_6S_10W,263.96,19,9,2008,23,25,-6,-10,415.8,24.28,36.0061,1015.1
PIRATA_6S_10W,264,20,9,2008,0,23,-6,-10,415.6,24.28,36.006,1014.8
PIRATA_6S_10W,264.04,20,9,2008,1,49,-6,-10,415.2,24.28,36.0056,1014.5
PIRATA_6S_10W,264.08,20,9,2008,2,4,-6,-10,415.5,24.26,36.0052,1014
PIRATA_6S_10W,264.12,20,9,2008,3,49,-6,-10,414.7,24.25,36.0047,1013.5
PIRATA_6S_10W,264.17,20,9,2008,4,48,-6,-10,415.4,24.25,36.0043,1013.3
PIRATA_6S_10W,264.21,20,9,2008,5,50,-6,-10,415.4,24.24,36.0039,1013.6
PIRATA_6S_10W,264.25,20,9,2008,6,0,-6,-10,415.1,24.23,36.0035,1014.1
PIRATA_6S_10W,264.29,20,9,2008,7,44,-6,-10,414.6,24.25,36.0031,1014.6
PIRATA_6S_10W,264.33,20,9,2008,8,51,-6,-10,413.3,24.27,36.0027,1015.1
PIRATA_6S_10W,264.38,20,9,2008,9,28,-6,-10,413.1,24.27,36.0023,1015.6
PIRATA_6S_10W,264.42,20,9,2008,10,12,-6,-10,413.4,24.29,36.0018,1015.9
PIRATA_6S_10W,264.46,20,9,2008,11,39,-6,-10,413.5,24.33,36.0014,1015.5
PIRATA_6S_10W,264.5,20,9,2008,12,8,-6,-10,413.4,24.37,36.001,1015.2
PIRATA_6S_10W,264.54,20,9,2008,13,29,-6,-10,413.8,24.38,36.0006,1014.4
PIRATA_6S_10W,264.58,20,9,2008,14,57,-6,-10,413.9,24.37,36.0002,1013.5
PIRATA_6S_10W,264.62,20,9,2008,15,25,-6,-10,413.4,24.35,35.9997,1013
PIRATA_6S_10W,264.67,20,9,2008,16,55,-6,-10,412.8,24.33,35.9993,1013
PIRATA_6S_10W,264.71,20,9,2008,17,44,-6,-10,412.9,24.3,35.9989,1013.1
PIRATA_6S_10W,264.75,20,9,2008,18,51,-6,-10,411.8,24.31,35.9985,1013.3
PIRATA_6S_10W,264.79,20,9,2008,19,48,-6,-10,411,24.27,35.9981,1013.8
PIRATA_6S_10W,264.83,20,9,2008,20,47,-6,-10,410.2,24.26,35.9977,1014.4
PIRATA_6S_10W,264.88,20,9,2008,21,14,-6,-10,409.9,24.26,35.9972,1015
PIRATA_6S_10W,264.92,20,9,2008,22,52,-6,-10,410.1,24.25,35.9968,1015.2
PIRATA_6S_10W,264.96,20,9,2008,23,31,-6,-10,410.2,24.23,35.9964,1015.6
PIRATA_6S_10W,265,21,9,2008,0,25,-6,-10,409.5,24.23,35.996,1015.5
PIRATA_6S_10W,265.04,21,9,2008,1,50,-6,-10,409.8,24.23,35.9958,1014.7
PIRATA_6S_10W,265.08,21,9,2008,2,24,-6,-10,410.4,24.21,35.9957,1013.9
PIRATA_6S_10W,265.12,21,9,2008,3,58,-6,-10,410,24.19,35.9955,1013.5
PIRATA_6S_10W,265.17,21,9,2008,4,21,-6,-10,409.8,24.21,35.9953,1013.4
PIRATA_6S_10W,265.21,21,9,2008,5,35,-6,-10,409.6,24.19,35.9952,1013.7
PIRATA_6S_10W,265.25,21,9,2008,6,53,-6,-10,410.1,24.19,35.995,1014.3
PIRATA_6S_10W,265.29,21,9,2008,7,16,-6,-10,410.1,24.19,35.9948,1015.2
PIRATA_6S_10W,265.33,21,9,2008,8,44,-6,-10,410.4,24.2,35.9947,1015.7
PIRATA_6S_10W,265.38,21,9,2008,9,17,-6,-10,409.9,24.21,35.9945,1016.5
PIRATA_6S_10W,265.42,21,9,2008,10,44,-6,-10,409.4,24.23,35.9943,1016.7
PIRATA_6S_10W,265.46,21,9,2008,11,24,-6,-10,408.2,24.32,35.9942,1016.4
PIRATA_6S_10W,265.5,21,9,2008,12,43,-6,-10,408.8,24.45,35.994,1016.1
PIRATA_6S_10W,265.54,21,9,2008,13,33,-6,-10,409.7,24.68,35.9938,1015.4
PIRATA_6S_10W,265.58,21,9,2008,14,56,-6,-10,411.8,24.77,35.9937,1014.5
PIRATA_6S_10W,265.62,21,9,2008,15,33,-6,-10,414.9,24.63,35.9935,1013.7
PIRATA_6S_10W,265.67,21,9,2008,16,5,-6,-10,414.7,24.53,35.9933,1013.5
PIRATA_6S_10W,265.71,21,9,2008,17,52,-6,-10,413,24.42,35.9932,1013.6
PIRATA_6S_10W,265.75,21,9,2008,18,23,-6,-10,412,24.42,35.993,1013.7
PIRATA_6S_10W,265.79,21,9,2008,19,7,-6,-10,410,24.35,35.9928,1014.2
PIRATA_6S_10W,265.83,21,9,2008,20,19,-6,-10,409.3,24.35,35.9927,1014.8
PIRATA_6S_10W,265.88,21,9,2008,21,5,-6,-10,408.2,24.32,35.9925,1015.5
PIRATA_6S_10W,265.92,21,9,2008,22,22,-6,-10,408.2,24.3,35.9923,1016.2
PIRATA_6S_10W,265.96,21,9,2008,23,0,-6,-10,407.7,24.26,35.9922,1016.3
PIRATA_6S_10W,266,22,9,2008,0,23,-6,-10,407.7,24.26,35.992,1016.2
PIRATA_6S_10W,266.04,22,9,2008,1,51,-6,-10,407.4,24.23,35.9921,1015.6
PIRATA_6S_10W,266.08,22,9,2008,2,23,-6,-10,406.8,24.24,35.9922,1014.9
PIRATA_6S_10W,266.12,22,9,2008,3,52,-6,-10,406.6,24.24,35.9924,1014.5
PIRATA_6S_10W,266.17,22,9,2008,4,25,-6,-10,407,24.23,35.9925,1014.4
PIRATA_6S_10W,266.21,22,9,2008,5,39,-6,-10,406.8,24.21,35.9926,1014.6
PIRATA_6S_10W,266.25,22,9,2008,6,10,-6,-10,407.8,24.22,35.9927,1014.9
PIRATA_6S_10W,266.29,22,9,2008,7,45,-6,-10,407.3,24.21,35.9929,1015.5
PIRATA_6S_10W,266.33,22,9,2008,8,52,-6,-10,406.6,24.22,35.993,1016
PIRATA_6S_10W,266.38,22,9,2008,9,32,-6,-10,406.4,24.25,35.9931,1016.7
PIRATA_6S_10W,266.42,22,9,2008,10,0,-6,-10,406.5,24.26,35.9933,1016.8
PIRATA_6S_10W,266.46,22,9,2008,11,49,-6,-10,406.1,24.32,35.9934,1016.5
PIRATA_6S_10W,266.5,22,9,2008,12,54,-6,-10,406.3,24.35,35.9935,1015.9
PIRATA_6S_10W,266.54,22,9,2008,13,38,-6,-10,407,24.37,35.9936,1014.9
PIRATA_6S_10W,266.58,22,9,2008,14,19,-6,-10,407,24.42,35.9938,1013.6
PIRATA_6S_10W,266.62,22,9,2008,15,57,-6,-10,407.6,24.41,35.9939,1012.9
PIRATA_6S_10W,266.67,22,9,2008,16,0,-6,-10,407.5,24.37,35.994,1012.8
PIRATA_6S_10W,266.71,22,9,2008,17,39,-6,-10,406.8,24.34,35.9941,1012.8
PIRATA_6S_10W,266.75,22,9,2008,18,51,-6,-10,406.2,24.31,35.9943,1013
PIRATA_6S_10W,266.79,22,9,2008,19,26,-6,-10,406,24.28,35.9944,1013.4
PIRATA_6S_10W,266.83,22,9,2008,20,55,-6,-10,405.5,24.28,35.9945,1014.1
PIRATA_6S_10W,266.88,22,9,2008,21,27,-6,-10,404.6,24.26,35.9946,1014.5
PIRATA_6S_10W,266.92,22,9,2008,22,10,-6,-10,404.3,24.25,35.9948,1015
PIRATA_6S_10W,266.96,22,9,2008,23,53,-6,-10,404.2,24.24,35.9949,1015.5
PIRATA_6S_10W,267,23,9,2008,0,27,-6,-10,404.3,24.23,35.995,1015.4
PIRATA_6S_10W,267.04,23,9,2008,1,4,-6,-10,404.9,24.23,35.9958,1014.8
PIRATA_6S_10W,267.08,23,9,2008,2,31,-6,-10,404.8,24.22,35.9965,1014.3
PIRATA_6S_10W,267.12,23,9,2008,3,7,-6,-10,404.3,24.23,35.9972,1013.5
PIRATA_6S_10W,267.17,23,9,2008,4,18,-6,-10,404.6,24.23,35.998,1013.1
PIRATA_6S_10W,267.21,23,9,2008,5,32,-6,-10,404.8,24.22,35.9987,1013.1
PIRATA_6S_10W,267.25,23,9,2008,6,31,-6,-10,405.1,24.21,35.9995,1013.6
PIRATA_6S_10W,267.29,23,9,2008,7,21,-6,-10,404.7,24.23,36.0003,1014.2
PIRATA_6S_10W,267.33,23,9,2008,8,42,-6,-10,405,24.23,36.001,1014.8
PIRATA_6S_10W,267.38,23,9,2008,9,13,-6,-10,404,24.24,36.0018,1015.4
PIRATA_6S_10W,267.42,23,9,2008,10,49,-6,-10,404.2,24.26,36.0025,1015.8
PIRATA_6S_10W,267.46,23,9,2008,11,43,-6,-10,404.7,24.27,36.0033,1015.4
PIRATA_6S_10W,267.5,23,9,2008,12,18,-6,-10,404.1,24.28,36.004,1014.9
PIRATA_6S_10W,267.54,23,9,2008,13,37,-6,-10,404.1,24.3,36.0047,1014
PIRATA_6S_10W,267.58,23,9,2008,14,14,-6,-10,404.4,24.3,36.0055,1013.2
PIRATA_6S_10W,267.62,23,9,2008,15,50,-6,-10,404.7,24.3,36.0062,1012.5
PIRATA_6S_10W,267.67,23,9,2008,16,25,-6,-10,405,24.29,36.007,1012.3
PIRATA_6S_10W,267.71,23,9,2008,17,37,-6,-10,404.9,24.26,36.0078,1012.5
PIRATA_6S_10W,267.75,23,9,2008,18,1,-6,-10,404.8,24.24,36.0085,1013.1
PIRATA_6S_10W,267.79,23,9,2008,19,28,-6,-10,404.6,24.23,36.0093,1013.6
PIRATA_6S_10W,267.83,23,9,2008,20,3,-6,-10,404.7,24.24,36.01,1014.2
PIRATA_6S_10W,267.88,23,9,2008,21,24,-6,-10,404.5,24.23,36.0107,1014.6
PIRATA_6S_10W,267.92,23,9,2008,22,56,-6,-10,404,24.22,36.0115,1014.7
PIRATA_6S_10W,267.96,23,9,2008,23,19,-6,-10,403.9,24.21,36.0122,1014.6
PIRATA_6S_10W,268,24,9,2008,0,44,-6,-10,404.8,24.19,36.013,1014.2
PIRATA_6S_10W,268.04,24,9,2008,1,51,-6,-10,404.9,24.2,36.0137,1013.4
PIRATA_6S_10W,268.08,24,9,2008,2,49,-6,-10,404.4,24.2,36.0145,1012.4
PIRATA_6S_10W,268.12,24,9,2008,3,42,-6,-10,404.7,24.19,36.0153,1012.2
PIRATA_6S_10W,268.17,24,9,2008,4,21,-6,-10,405.3,24.17,36.016,1012.2
PIRATA_6S_10W,268.21,24,9,2008,5,6,-6,-10,406.2,24.16,36.0168,1012.2
PIRATA_6S_10W,268.25,24,9,2008,6,23,-6,-10,405.7,24.17,36.0175,1012.9
PIRATA_6S_10W,268.29,24,9,2008,7,54,-6,-10,405.7,24.17,36.0182,1013.7
PIRATA_6S_10W,268.33,24,9,2008,8,38,-6,-10,405.9,24.17,36.019,1014.3
PIRATA_6S_10W,268.38,24,9,2008,9,33,-6,-10,405.7,24.21,36.0197,1014.6
PIRATA_6S_10W,268.42,24,9,2008,10,3,-6,-10,405.7,24.23,36.0205,1014.8
PIRATA_6S_10W,268.46,24,9,2008,11,24,-6,-10,405.6,24.28,36.0213,1014.5
PIRATA_6S_10W,268.5,24,9,2008,12,57,-6,-10,406,24.3,36.022,1013.8
PIRATA_6S_10W,268.54,24,9,2008,13,43,-6,-10,406,24.33,36.0228,1012.7
PIRATA_6S_10W,268.58,24,9,2008,14,14,-6,-10,406.4,24.35,36.0235,1011.9
PIRATA_6S_10W,268.62,24,9,2008,15,42,-6,-10,406.5,24.35,36.0243,1011.1
PIRATA_6S_10W,268.67,24,9,2008,16,13,-6,-10,406.5,24.32,36.025,1010.9
PIRATA_6S_10W,268.71,24,9,2008,17,44,-6,-10,406.3,24.29,36.0257,1011.1
PIRATA_6S_10W,268.75,24,9,2008,18,12,-6,-10,406.5,24.26,36.0265,1011.7
PIRATA_6S_10W,268.79,24,9,2008,19,3,-6,-10,406,24.23,36.0272,1012.2
PIRATA_6S_10W,268.83,24,9,2008,20,17,-6,-10,406.1,24.21,36.028,1013.3
PIRATA_6S_10W,268.88,24,9,2008,21,33,-6,-10,405,24.23,36.0288,1013.9
PIRATA_6S_10W,268.92,24,9,2008,22,0,-6,-10,405.2,24.21,36.0295,1014.6
PIRATA_6S_10W,268.96,24,9,2008,23,19,-6,-10,405.5,24.2,36.0303,1014.9
PIRATA_6S_10W,269,25,9,2008,0,45,-6,-10,405.7,24.19,36.031,1014.6
PIRATA_6S_10W,269.04,25,9,2008,1,19,-6,-10,405.4,24.19,36.0315,1014.1
PIRATA_6S_10W,269.08,25,9,2008,2,52,-6,-10,406.1,24.17,36.0319,1013.2
PIRATA_6S_10W,269.12,25,9,2008,3,30,-6,-10,405.7,24.17,36.0324,1012.8
PIRATA_6S_10W,269.17,25,9,2008,4,40,-6,-10,405.8,24.16,36.0328,1012.9
PIRATA_6S_10W,269.21,25,9,2008,5,59,-6,-10,406.6,24.16,36.0333,1013.1
PIRATA_6S_10W,269.25,25,9,2008,6,32,-6,-10,407.4,24.16,36.0337,1013.9
PIRATA_6S_10W,269.29,25,9,2008,7,53,-6,-10,406.8,24.16,36.0342,1014.2
PIRATA_6S_10W,269.33,25,9,2008,8,35,-6,-10,407.1,24.17,36.0347,1014.9
PIRATA_6S_10W,269.38,25,9,2008,9,10,-6,-10,406.6,24.19,36.0351,1015.5
PIRATA_6S_10W,269.42,25,9,2008,10,44,-6,-10,406.6,24.26,36.0356,1015.8
PIRATA_6S_10W,269.46,25,9,2008,11,14,-6,-10,406.8,24.34,36.036,1015.5
PIRATA_6S_10W,269.5,25,9,2008,12,54,-6,-10,408.1,24.39,36.0365,1014.9
PIRATA_6S_10W,269.54,25,9,2008,13,39,-6,-10,408.9,24.5,36.037,1013.8
PIRATA_6S_10W,269.58,25,9,2008,14,37,-6,-10,411.2,24.53,36.0374,1012.7
PIRATA_6S_10W,269.62,25,9,2008,15,32,-6,-10,412.7,24.62,36.0379,1012.3
PIRATA_6S_10W,269.67,25,9,2008,16,1,-6,-10,413.1,24.54,36.0383,1012.1
PIRATA_6S_10W,269.71,25,9,2008,17,32,-6,-10,414.3,24.43,36.0388,1012.3
PIRATA_6S_10W,269.75,25,9,2008,18,26,-6,-10,413,24.42,36.0392,1012.7
PIRATA_6S_10W,269.79,25,9,2008,19,29,-6,-10,412.4,24.39,36.0397,1013.3
PIRATA_6S_10W,269.83,25,9,2008,20,32,-6,-10,411.9,24.35,36.0402,1014
PIRATA_6S_10W,269.88,25,9,2008,21,13,-6,-10,411.7,24.34,36.0406,1014.6
PIRATA_6S_10W,269.92,25,9,2008,22,28,-6,-10,411.8,24.32,36.0411,1014.9
PIRATA_6S_10W,269.96,25,9,2008,23,18,-6,-10,411.6,24.28,36.0415,1015.3
PIRATA_6S_10W,270,26,9,2008,0,29,-6,-10,411,24.25,36.042,1015.1
PIRATA_6S_10W,270.04,26,9,2008,1,57,-6,-10,410.4,24.23,36.0417,1014.2
PIRATA_6S_10W,270.08,26,9,2008,2,27,-6,-10,409.5,24.22,36.0414,1013.5
PIRATA_6S_10W,270.12,26,9,2008,3,14,-6,-10,409.2,24.21,36.0411,1013
PIRATA_6S_10W,270.17,26,9,2008,4,52,-6,-10,409.5,24.21,36.0408,1012.8
PIRATA_6S_10W,270.21,26,9,2008,5,34,-6,-10,408.9,24.19,36.0405,1012.8
PIRATA_6S_10W,270.25,26,9,2008,6,17,-6,-10,408.4,24.19,36.0402,1013.4
PIRATA_6S_10W,270.29,26,9,2008,7,29,-6,-10,409.2,24.21,36.04,1014.1
PIRATA_6S_10W,270.33,26,9,2008,8,4,-6,-10,409.1,24.21,36.0397,1014.8
PIRATA_6S_10W,270.38,26,9,2008,9,54,-6,-10,408.3,24.25,36.0394,1015.4
PIRATA_6S_10W,270.42,26,9,2008,10,4,-6,-10,407.7,24.28,36.0391,1015.6
PIRATA_6S_10W,270.46,26,9,2008,11,54,-6,-10,408.5,24.34,36.0388,1015.2
PIRATA_6S_10W,270.5,26,9,2008,12,33,-6,-10,408.6,24.38,36.0385,1014.7
PIRATA_6S_10W,270.54,26,9,2008,13,47,-6,-10,409.5,24.43,36.0382,1014
PIRATA_6S_10W,270.58,26,9,2008,14,27,-6,-10,409.5,24.46,36.0379,1013.3
PIRATA_6S_10W,270.62,26,9,2008,15,58,-6,-10,410.2,24.49,36.0376,1012.5
PIRATA_6S_10W,270.67,26,9,2008,16,38,-6,-10,410.7,24.47,36.0373,1012.3
PIRATA_6S_10W,270.71,26,9,2008,17,20,-6,-10,411,24.39,36.037,1012.5
PIRATA_6S_10W,270.75,26,9,2008,18,50,-6,-10,410.1,24.36,36.0368,1012.8
PIRATA_6S_10W,270.79,26,9,2008,19,20,-6,-10,409.7,24.33,36.0365,1013.5
PIRATA_6S_10W,270.83,26,9,2008,20,2,-6,-10,409.2,24.32,36.0362,1014.1
PIRATA_6S_10W,270.88,26,9,2008,21,30,-6,-10,408.4,24.3,36.0359,1015
PIRATA_6S_10W,270.92,26,9,2008,22,38,-6,-10,408.6,24.3,36.0356,1015.4
PIRATA_6S_10W,270.96,26,9,2008,23,53,-6,-10,407.9,24.28,36.0353,1015.7
PIRATA_6S_10W,271,27,9,2008,0,9,-6,-10,407.2,24.26,36.035,1015.1
PIRATA_6S_10W,271.04,27,9,2008,1,42,-6,-10,406.8,24.26,36.0352,1014.2
PIRATA_6S_10W,271.08,27,9,2008,2,53,-6,-10,407.1,24.24,36.0353,1013.2
PIRATA_6S_10W,271.12,27,9,2008,3,25,-6,-10,406.5,24.23,36.0355,1012.9
PIRATA_6S_10W,271.17,27,9,2008,4,30,-6,-10,406.4,24.23,36.0357,1012.7
PIRATA_6S_10W,271.21,27,9,2008,5,2,-6,-10,406.3,24.24,36.0358,1012.8
PIRATA_6S_10W,271.25,27,9,2008,6,33,-6,-10,406.8,24.22,36.036,1013.1
PIRATA_6S_10W,271.29,27,9,2008,7,16,-6,-10,406.9,24.21,36.0362,1013.5
PIRATA_6S_10W,271.33,27,9,2008,8,31,-6,-10,406.5,24.24,36.0363,1014.2
PIRATA_6S_10W,271.38,27,9,2008,9,7,-6,-10,406.1,24.26,36.0365,1014.6
PIRATA_6S_10W,271.42,27,9,2008,10,28,-6,-10,406.4,24.32,36.0367,1014.7
PIRATA_6S_10W,271.46,27,9,2008,11,20,-6,-10,406.1,24.37,36.0368,1014.2
PIRATA_6S_10W,271.5,27,9,2008,12,39,-6,-10,407.1,24.47,36.037,1013.4
PIRATA_6S_10W,271.54,27,9,2008,13,4,-6,-10,408.4,24.51,36.0372,1013.1
PIRATA_6S_10W,271.58,27,9,2008,14,40,-6,-10,409.2,24.56,36.0373,1012.2
PIRATA_6S_10W,271.62,27,9,2008,15,51,-6,-10,410.6,24.57,36.0375,1011.7
PIRATA_6S_10W,271.67,27,9,2008,16,13,-6,-10,411.3,24.58,36.0377,1011.5
PIRATA_6S_10W,271.71,27,9,2008,17,14,-6,-10,411.2,24.49,36.0378,1011.3
PIRATA_6S_10W,271.75,27,9,2008,18,57,-6,-10,411.3,24.45,36.038,1011.7
PIRATA_6S_10W,271.79,27,9,2008,19,27,-6,-10,410.7,24.41,36.0382,1012.2
PIRATA_6S_10W,271.83,27,9,2008,20,1,-6,-10,410.3,24.38,36.0383,1012.9
PIRATA_6S_10W,271.88,27,9,2008,21,44,-6,-10,409.6,24.36,36.0385,1013.5
PIRATA_6S_10W,271.92,27,9,2008,22,48,-6,-10,409.1,24.35,36.0387,1014
PIRATA_6S_10W,271.96,27,9,2008,23,18,-6,-10,408.7,24.36,36.0388,1014.2
PIRATA_6S_10W,272,28,9,2008,0,31,-6,-10,409.4,24.34,36.039,1014
PIRATA_6S_10W,272.04,28,9,2008,1,9,-6,-10,409.3,24.33,36.0392,1013.2
PIRATA_6S_10W,272.08,28,9,2008,2,44,-6,-10,408.9,24.31,36.0394,1012.4
PIRATA_6S_10W,272.12,28,9,2008,3,27,-6,-10,409.4,24.3,36.0396,1012
PIRATA_6S_10W,272.17,28,9,2008,4,38,-6,-10,409.1,24.33,36.0398,1012.5
PIRATA_6S_10W,272.21,28,9,2008,5,17,-6,-10,409.5,24.3,36.04,1013
PIRATA_6S_10W,272.25,28,9,2008,6,27,-6,-10,409.5,24.28,36.0402,1013.4
PIRATA_6S_10W,272.29,28,9,2008,7,9,-6,-10,409.4,24.3,36.0405,1014.2
PIRATA_6S_10W,272.33,28,9,2008,8,29,-6,-10,409,24.32,36.0407,1014.6
PIRATA_6S_10W,272.38,28,9,2008,9,21,-6,-10,409.3,24.33,36.0409,1015.1
PIRATA_6S_10W,272.42,28,9,2008,10,22,-6,-10,408.7,24.34,36.0411,1015.5
